"X";"electricity..high.voltage...DE..electricity.production..deep.geothermal";"electricity..high.voltage...DE..electricity.production..hard.coal";"electricity..high.voltage...DE..electricity.production..hydro..pumped.storage";"electricity..high.voltage...DE..electricity.production..hydro..run.of.river";"electricity..high.voltage...DE..electricity.production..lignite";"electricity..high.voltage...DE..electricity.production..natural.gas..combined.cycle.power.plant";"electricity..high.voltage...DE..electricity.production..natural.gas..conventional.power.plant";"electricity..high.voltage...DE..electricity.production..nuclear..pressure.water.reactor";"electricity..high.voltage...DE..electricity.production..oil";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..multi.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..single.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..570kWp.open.ground.installation..multi.Si";"electricity..high.voltage...DE..electricity.production..wind...1MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind...3MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..offshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..onshore";"electricity..high.voltage...DE..heat.and.power.co.generation..biogas..gas.engine"
"6742";"polystyrene, high impact//[RER] polystyrene production, high impact";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6743";"polysulfide, sealing compound//[RER] polysulfide production, sealing compound";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6744";"polysulfone//[GLO] polysulfone production, for membrane filtration production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6745";"polyurethane, flexible foam//[RER] polyurethane production, flexible foam";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6746";"polyurethane, rigid foam//[RER] polyurethane production, rigid foam";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6747";"polyvinylchloride, bulk polymerised//[RER] polyvinylchloride production, bulk polymerisation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6748";"polyvinylchloride, emulsion polymerised//[RER] polyvinylchloride production, emulsion polymerisation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6749";"polyvinylchloride, suspension polymerised//[RER] polyvinylchloride production, suspension polymerisation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6750";"polyvinylfluoride, dispersion//[US] polyvinylfluoride production, dispersion";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6751";"polyvinylfluoride//[US] polyvinylfluoride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6752";"polyvinylfluoride, film//[US] polyvinylfluoride, film production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6753";"polyvinylidenchloride, granulate//[RER] polyvinylidenchloride production, granulate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6754";"port facilities//[RER] port facilities construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6755";"portachrom//[RER] portachrom production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6756";"portafer//[CA-QC] portafer production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6757";"portafer//[RER] portafer production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6758";"potassium carbonate//[GLO] potassium carbonate production, from potassium hydroxide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6759";"potassium chloride, as K2O//[CA-SK] potassium chloride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6760";"potassium chloride, as K2O//[RER] potassium chloride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6761";"potassium hydroxide//[RER] potassium hydroxide production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6762";"potassium nitrate//[RER] potassium nitrate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6763";"potassium perchlorate//[GLO] potassium perchlorate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6764";"potassium sulfate, as K2O//[RER] potassium sulfate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6765";"potato grading//[CA-QC] potato grading";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6766";"potato grading//[CH] potato grading";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6767";"potato haulm cutting//[CH] potato haulm cutting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6768";"potato planting//[CA-QC] potato planting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6769";"potato planting//[CH] potato planting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6770";"potato, organic//[CH] potato production, organic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6771";"potato, Swiss integrated production//[CH] potato production, Swiss integrated production, intensive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6772";"potato//[CA-QC] potato production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6773";"potato//[US] potato production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6774";"potato seed, at farm//[GLO] potato seed production, at farm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6775";"potato seed, for setting//[GLO] potato seed production, for setting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6776";"potato seed, organic, at farm//[CH] potato seed production, organic, at farm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6777";"potato seed, organic, for setting//[CH] potato seed production, organic, for setting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6778";"potato seed, Swiss integrated production, at farm//[CH] potato seed production, Swiss integrated production, at farm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6779";"potato seed, Swiss integrated production, for setting//[CH] potato seed production, Swiss integrated production, for setting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6780";"potato starch//[DE] potato starch production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6781";"potentiometer, unspecified//[GLO] potentiometer production, unspecified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6782";"powder coat, aluminium sheet//[RER] powder coating, aluminium sheet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6783";"powder coat, steel//[RER] powder coating, steel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6784";"power adapter, for laptop//[GLO] power adapter production, for laptop";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6785";"power distribution unit, for electric passenger car//[GLO] power distribution unit production, for electric passenger car";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6786";"power saw, with catalytic converter//[RER] power saw production, with catalytic converter";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6787";"power saw, without catalytic converter//[RER] power saw production, without catalytic converter";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6788";"power sawing, with catalytic converter//[RER] power sawing, with catalytic converter";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6789";"power sawing, without catalytic converter//[RER] power sawing, without catalytic converter";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6790";"power supply unit, for desktop computer//[CN] power supply unit production, for desktop computer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6791";"powertrain, for electric passenger car//[GLO] powertrain production, for electric passenger car";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6792";"powertrain, for electric scooter//[GLO] powertrain production, for electric scooter";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6793";"mischmetal//[GLO] praseodymium oxide to generic market for mischmetal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6794";"precious metal refinery//[SE] precious metal refinery construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6795";"printed wiring board mounting facility, surface mounting line//[GLO] printed wiring board mounting facility construction, surface mounting line";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6796";"printed wiring board mounting facility, through-hole mounting line//[GLO] printed wiring board mounting facility construction, through-hole mounting line";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6797";"printed wiring board mounting facility//[GLO] printed wiring board mounting facility construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6798";"printed wiring board, for power supply unit, desktop computer, Pb containing//[GLO] printed wiring board production, for power supply unit, desktop computer, Pb containing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6799";"printed wiring board, for power supply unit, desktop computer, Pb free//[GLO] printed wiring board production, for power supply unit, desktop computer, Pb free";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6800";"printed wiring board, for surface mounting, Pb containing surface//[GLO] printed wiring board production, for surface mounting, Pb containing surface";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6801";"printed wiring board, for surface mounting, Pb free surface//[GLO] printed wiring board production, for surface mounting, Pb free surface";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6802";"printed wiring board, for through-hole mounting, Pb containing surface//[GLO] printed wiring board production, for through-hole mounting, Pb containing surface";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6803";"printed wiring board, for through-hole mounting, Pb free surface//[GLO] printed wiring board production, for through-hole mounting, Pb free surface";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6804";"printed wiring board, mounted mainboard, desktop computer, Pb containing//[GLO] printed wiring board production, mounted mainboard, desktop computer, Pb containing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6805";"printed wiring board, mounted mainboard, desktop computer, Pb free//[GLO] printed wiring board production, mounted mainboard, desktop computer, Pb free";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6806";"printed wiring board, mounted mainboard, laptop computer, Pb containing//[GLO] printed wiring board production, mounted mainboard, laptop computer, Pb containing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6807";"printed wiring board, mounted mainboard, laptop computer, Pb free//[GLO] printed wiring board production, mounted mainboard, laptop computer, Pb free";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6808";"printed wiring board, surface mounted, unspecified, Pb containing//[GLO] printed wiring board production, surface mounted, unspecified, Pb containing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6809";"printed wiring board, surface mounted, unspecified, Pb free//[GLO] printed wiring board production, surface mounted, unspecified, Pb free";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6810";"printed wiring board, through-hole mounted, unspecified, Pb containing//[GLO] printed wiring board production, through-hole mounted, unspecified, Pb containing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6811";"printed wiring board, through-hole mounted, unspecified, Pb free//[GLO] printed wiring board production, through-hole mounted, unspecified, Pb free";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6812";"printer, laser, black/white//[GLO] printer production, laser, black/white";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6813";"printer, laser, colour//[GLO] printer production, laser, colour";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6814";"printing ink, offset, without solvent, in 47.5% solution state//[RER] printing ink production, offset, product in 47.5% solution state";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6815";"printing ink, rotogravure, without solvent, in 55% toluene solution state//[RER] printing ink production, rotogravure, product in 55% toluene solution state";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6816";"process-specific burden, sanitary landfill//[CH] process-specific burden, sanitary landfill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6817";"process-specific burdens, inert material landfill//[CH] process-specific burdens production, inert material landfill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6818";"process-specific burdens, hazardous waste incineration plant//[CH] process-specific burdens, hazardous waste incineration plant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6819";"process-specific burdens, municipal waste incineration//[CH] process-specific burdens, municipal waste incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6820";"process-specific burdens, residual material landfill//[CH] process-specific burdens, residual material landfill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6821";"process-specific burdens, slag landfill//[CH] process-specific burdens, slag landfill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6822";"propanal//[RER] propanal production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6823";"propane, burned in building machine//[GLO] propane, burned in building machine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6824";"propionic acid//[RER] propionic acid production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6825";"isopropyl acetate//[RER] propyl acetate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6826";"propyl amine//[RER] propyl amine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6827";"propylene glycol, liquid//[RER] propylene glycol production, liquid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6828";"propylene oxide, liquid//[RER] propylene oxide production, liquid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6829";"propylene, pipeline system//[RER] propylene production, pipeline system";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6830";"propylene//[RER] propylene production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6831";"prosulfocarb//[RER] prosulfocarb production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6832";"protein pea, organic//[CH] protein pea production, organic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6833";"protein pea, Swiss integrated production//[CH] protein pea production, Swiss integrated production, intensive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6834";"protein pea//[DE] protein pea production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6835";"protein pea//[ES] protein pea production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6836";"protein pea//[FR] protein pea production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6837";"protein pea, feed, Swiss integrated production//[CH] protein pea, feed production, Swiss integrated production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6838";"pulp factory//[RER] pulp factory construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6839";"pulverised lignite//[DE] pulverised lignite production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6840";"pumice//[DE] pumice quarry operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6841";"pump, 40W//[CH] pump production, 40W";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6842";"pump station//[CH] pump station construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6843";"phosphoric acid, industrial grade, without water, in 85% solution state//[RER] purification of wet-process phosphoric acid to industrial grade, product in 85% solution state";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6844";"purified terephthalic acid//[CA-QC] purified terephthalic acid production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6845";"purified terephthalic acid//[RER] purified terephthalic acid production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6846";"pyrazole//[RER] pyrazole production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6847";"pyrethroid-compound//[RER] pyrethroid-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6848";"pyridazine-compound//[RER] pyridazine-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6849";"pyridine-compound//[RER] pyridine-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6850";"quicklime, in pieces, loose//[CA-QC] quicklime production, in pieces, loose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6851";"quicklime, in pieces, loose//[CH] quicklime production, in pieces, loose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6852";"quicklime, milled, loose//[CA-QC] quicklime production, milled, loose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6853";"quicklime, milled, loose//[CH] quicklime production, milled, loose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6854";"quicklime, milled, packed//[CH] quicklime production, milled, packed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6855";"radish//[GLO] radish production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6856";"railway track, for high-speed train//[DE] railway track construction, for high-speed train";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6857";"railway track//[CH] railway track construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6858";"rape seed, for sowing//[CH] rape seed production, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6859";"rape seed, organic, for sowing//[CH] rape seed production, organic, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6860";"rape seed, organic//[CH] rape seed production, organic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6861";"rape seed, Swiss integrated production//[CH] rape seed production, Swiss integrated production, extensive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6862";"rape seed, Swiss integrated production//[CH] rape seed production, Swiss integrated production, intensive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6863";"rape seed//[CA-QC] rape seed production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6864";"rape seed//[DE] rape seed production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6865";"rape seed//[FR] rape seed production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6866";"rape seed//[US] rape seed production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6867";"rare earth concentrate, 70% REO, from bastnäsite//[CN] rare earth concentrate production, 70% REO, from bastnäsite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6868";"recultivation, bauxite mine//[GLO] recultivation, bauxite mine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6869";"recultivation, bentonite mine//[DE] recultivation, bentonite mine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6870";"recultivation, ilmenite mine//[GLO] recultivation, ilmenite mine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6871";"recultivation, iron mine//[GLO] recultivation, iron mine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6872";"recultivation, limestone mine//[CH] recultivation, limestone mine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6873";"recultivation, shale quarry//[GLO] recultivation, shale quarry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6874";"reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant//[GLO] reefer production, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6875";"reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant//[GLO] reefer production, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6876";"heat, district or industrial, other than natural gas//[CH] refinery gas, burned in furnace";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6877";"heat, district or industrial, other than natural gas//[Europe without Switzerland] refinery gas, burned in furnace";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6878";"refractory, basic, packed//[DE] refractory production, basic, packed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6879";"refractory, fireclay, packed//[DE] refractory production, fireclay, packed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6880";"refractory, high aluminium oxide, packed//[DE] refractory production, high aluminium oxide, packed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6881";"refrigerant R134a//[RER] refrigerant R134a production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6882";"refrigeration machine, carbon dioxide, liquid as refrigerant//[GLO] refrigeration machine production, carbon dioxide, liquid as refrigerant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6883";"refrigeration machine, R134a as refrigerant//[GLO] refrigeration machine production, R134a as refrigerant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6884";"reinforcing steel//[RER] reinforcing steel production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6885";"residential sewer grid, 0.087 km//[CH] residential sewer grid construction, 0.087 km";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6886";"residual material landfill//[CH] residual material landfill construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6887";"resistor, auxilliaries and energy use//[GLO] resistor production, auxilliaries and energy use";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6888";"resistor, metal film type, through-hole mounting//[GLO] resistor production, metal film type, through-hole mounting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6889";"resistor, surface-mounted//[GLO] resistor production, surface-mounted";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6890";"resistor, wirewound, through-hole mounting//[GLO] resistor production, wirewound, through-hole mounting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6891";"retention aid, for paper production//[RER] retention aid production, for paper production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6892";"rice//[US] rice production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6893";"rice seed, for sowing//[US] rice seed production, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6894";"road, company, internal//[CH] road construction, company, internal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6895";"road//[CH] road construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6896";"road maintenance//[CH] road maintenance";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6897";"road vehicle factory//[RER] road vehicle factory construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6898";"rock crushing//[RER] rock crushing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6899";"rock wool factory//[CH] rock wool factory construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6900";"rock wool, packed//[CH] rock wool production, packed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6901";"rock wool//[CH] rock wool production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6902";"rolling mill//[RER] rolling mill production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6903";"roof tile//[RER] roof tile production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6904";"room-connecting overflow element, steel, approx. 40 m3/h//[RER] room-connecting overflow element production, steel, approx. 40 m3/h";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6905";"rosin size, for paper production//[RER] rosin size production, for paper production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6906";"router, internet//[CH] router, internet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6907";"rutile, 95% titanium dioxide//[GLO] rutile production, synthetic, 95% titanium dioxide, Becher process";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6908";"rutile, 95% titanium dioxide//[GLO] rutile production, synthetic, 95% titanium dioxide, Benelite process";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6909";"rye grain, feed, organic//[CH] rye grain, feed production, organic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6910";"rye grain, feed, Swiss integrated production//[CH] rye grain, feed production, Swiss integrated production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6911";"rye seed, for sowing//[GLO] rye seed production, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6912";"rye seed, organic, for sowing//[CH] rye seed production, organic, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6913";"rye seed, Swiss integrated production, for sowing//[CH] rye seed production, Swiss integrated production, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
